862 124	Yan Zhang
9188 366209	John C. Shafer
5853 366214	Wijnand van Stam
5859 366216	Fatemah A. Alqallaf
5860 366217	Kjell P. Konis
5861 366218	R. Douglas Martin
5862 366219	Ruben H. Zamar
5865 366223	Goutham Kurra
5866 366224	Wen Niu
5870 366225	Patrick Glenisson
5875 366228	Marin Saric
5878 366239	Jacob Richman
9994 366240	Sergey Brin
5889 366245	Shengnan Cong
5895 366249	Andreas Buja
5896 366250	Yung-Seop Lee
5947 366252	Scott Gaffney
5911 366255	Sumit K. Sanghai
5915 366258	Kaustav Das
5935 366266	James Drew
5936 366267	Andrew Betz
5937 366268	Jeffery Howard
5941 366269	Ashish Grover
5948 366271	Darya Chudova
5957 366275	James Chilson
5971 366276	Subramanyam Mallela
5981 366285	Ruey-Hsia Li
5985 366286	Ryohei Fujimaki
5990 366291	Sathyakama Sandilya
5993 366292	William DuMouchel
6277 366300	Greg Ridgeway
6016 366309	Hank Hoek
6021 366311	Teija Kujala
6029 366313	Matthew Siegler
6030 366314	Robert Stockton
7153 366323	Jasmine Novak
6050 366328	Stephane Chiocchetti
6055 366332	David M. Fram
6056 366333	June S. Almenoff
6077 366344	W. Heuser
6078 366345	M. Wieczorek
6094 366362	Glen Jeh
6099 366363	Hannah Blau
6107 366367	Dmitrii Polshakov
6115 366373	Michael Patek
6117 366374	Alex N. Kalos
6118 366375	Tim Rey
6122 366376	Annaka Kalton
6125 366377	Jiashun Jin
6989 366388	Arno J. Knobbe
6990 366389	Eric K. Y. Ho
6134 366390	Xiaomei Sun
6140 366391	Christoph Helma
6143 366392	Robert Jedicke
6146 366393	Nitin R. Patel
6147 366394	Jonathan Woo
6299 366395	Malcolm Potts
6155 366399	Jacques Cherrier
6170 366402	Ross Sparks
6177 366410	Yulan Liang
6178 366411	Arpad Kelemen
6181 366414	Jeffrey P. Lankford
6182 366415	Donna M. Nystrom
6188 366418	Bertis B. Little
6189 366419	Walter L. Johnston
6190 366420	Ashley C. Lovell
6191 366421	Roderick M. Rejesus
6192 366422	Steve A. Steed
6199 366423	Yun-Ling Lu
6275 366429	Tom Khabaza
6214 366440	Uwe F. Mayer
6215 366441	Armand Sarkissian
6226 366451	Daniel B. Neill
6231 366452	Lisa Friedland
6234 366453	John Komoroske
6235 366454	Kelly Palmer
6238 366455	Caleb C. Noble
6744 366459	Sanjaykumar Kote
6240 366460	Anna Olecka
6259 366469	Ramnath Balasubramanyan
6260 366470	Jignashu Parikh
6267 366474	William Peter
6268 366475	John Chiochetti
6269 366476	Clare Giardina
6272 366481	Leejay Wu
6281 366487	Yizhak Idan
6282 366489	Uri Eick
6283 366490	Nurit Vatnik
6286 366493	Paat Rusmevichientong
6287 366494	David Selinger
6302 366497	Kaushal Sanghai
6310 366501	Colin Germond
6311 366502	Harsha Rao
6323 366510	Mark Shavlik
6327 366511	Jennifer L. Gardy
6328 366512	Fiona S. L. Brinkman
6359 366535	Mohsen Farid
6366 366538	Young Truong
6367 366539	Chris Beecher
6376 366541	Mikael Fortelius
6383 366545	David S. Vogel
6395 366546	Ming-Yen Thomas Su
6408 366551	Andreas S. Weigend
6412 366553	S?ren Damgaard
6420 366559	Andrew Y. Wu
6426 366565	Yutao Shou
6431 366566	Patrick Baldasare
6432 366567	Michael Fassino
9004 366569	Lizhuang Zhao
6466 366570	Robert A. Stine
6486 366574	Teruaki Homma
6487 366575	Akihiro Nakashima
6488 366576	Hiromitsu Fujikawa
8965 366659	Steve B. Jiang
7061 367431	Alexandr A. Savinov
9223 367878	Yiming Zeng
7691 370188	Dennis Fetterly
7692 370189	Mark Manasse
8338 375378	Lubor Koll¨¢r
8129 378515	Doron Cohen
9967 378759	Jiandan Zheng
9968 378810	Amol Nayate
8011 379488	Stephanie Strassel
9095 379750	T. V. Ashwin
8970 381153	Julio C. Navas
6786 382904	Satu Elisa Schaeffer
9830 383702	Wenyun Ji
8247 384589	Xiaojun Yuan
8095 384616	Andrew I. Schein
8176 384631	Gregory Marton
7969 385186	Ting-Sheng Lai
7284 386646	Alexander G. Gray
9231 390309	Arek Kasprzyk
8799 390363	Mark Little
6506 391081	Zhaogong Zhang
6514 391082	Weiping Ge
6550 391088	Ramanathan Balachandran
6537 391095	Renaud Bass¨¦e
6551 391100	Ramji Beera
6560 391103	Shih-Chien Kuo
6561 391104	Tsung-Hsin Ho
6563 391105	Shao-Chen Lui
6564 391106	Yen-Chin Wu
6568 391107	Alan T. Murray
6570 391108	Shi-Hsan Yang
6574 391114	Yi Chen 0002
6583 391116	Felix Cheung
6590 391117	Kazuya Yamada
6630 391131	Daniel Catchpoole
6635 391134	Maleq Khan
6637 391137	Chih-Ming Hsu
6639 391138	William W. Hsu
6644 391139	I-Ane Huang
6649 391141	Hyongguen Kim
6657 391144	Qiming Huang
6660 391148	Ying-Han Liu
6676 391156	Arthur Lim¨¨re
6683 391169	Jiye Li
6690 391170	Zhiheng Li
6695 391172	Jung-Yi Lin
6711 391179	Minrui Zheng
6714 391181	Ivy Tong
6716 391182	Lei-Lei Choi
6717 391183	Man-Yee Chin
6718 391184	Sin-Ling Lay
6722 391185	D. T. Huynh
6732 391187	Lior Lukov
6736 391188	Jinqiang Han
6748 391189	Shinichi Murata
6752 391192	Shotaro Matsumoto
6757 391193	Masafumi Hamamoto
6777 391200	Phu Chien Nguyen
6782 391209	Rafal Rak
6804 391229	Ching-Pin Kao
6817 391241	Liu Tang
6848 391253	Tao Jia
6858 391257	Hailei Qian
6860 391258	Dan Wei
7071 391330	Jun Sese
8828 395389	Frederic Dang Ngoc
9092 397062	Richard Tibbetts
6887 398094	Maurizio Mazza
8402 398100	Shashank Pandit
6916 398122	Tomaz Curk
6920 398126	Wim de Jonge
6955 398146	Abhay Harpale
6965 398148	Stefanie Wanka
6967 398149	Elton Rexhepaj
6976 398154	Jaana Heino
6992 398159	Marc de Haas
6995 398160	Roberto R. F. Mendes
6996 398161	Fabricio de B. Voznika
6998 398162	Bart Marseille
7271 398173	Juho Muhonen
7013 398175	Vasilis Megalooikonomou
7036 398189	Charalampos Lampos
7059 398206	Maximilien Sauban
9330 398426	Fabio Riccardi
8672 398648	Andrew Witkowski
7129 398745	Jon McAlister
8600 398756	Dayou Zhou
7184 398766	Ashish Kumar Gupta
7204 398783	Bassem Sayrafi
7235 398792	Alexander Markowetz
7322 399979	John Wilkins
9826 404594	Mihir Shah
8395 406848	Honguk Woo
8042 408479	Meirav Taieb-Maimon
7356 408613	Sergio M. Savaresi
7377 413369	David Littau
7244 413374	Mehmet Dundar
7267 413385	Amir Bar-Or
7274 413386	Adam J. Mersereau
7278 413387	Emre Erdogan
7313 413399	H. Khargupta
7323 413401	Tat-Sang Choy
7324 413402	Steve Barr
7325 413403	Kaden Hazzard
7326 413404	David Richie
7327 413405	Boyd Gatlin
7333 413408	T. Hirsim?ki
7346 413416	Varun Pandey
7404 413431	Ramin Afshar
7412 413433	Jianjua Tao
7415 413436	Ching-Jiu Hsiao
8687 415007	Jeff Pollock
10074 415030	Boris Wolf
8632 416558	Nikunj Raghuvanshi
9427 417460	Nick Lanham
7441 421025	Jeffery Antoniuk
7443 421026	Avi Arampatzis
7444 421027	Andr¨¦ van Hameren
7454 421036	Meredith Frost
7458 421037	Paulo C. F. de Oliveira
7465 421040	Joshua Lewis
7468 421041	Vikas Khandelwal
7470 421046	Courtney Wade
7472 421047	Azreen Azman
7477 421050	Keith van Risjbergen
7486 421055	Nadav Har'El
7492 421059	Wilma Bainbridge
7504 421065	Yoad Winter
7510 421066	Hyuk-Jin Lee
7511 421067	Muh-Chyun (Morris) Tang
7522 421077	Jukka Kuusisto
7543 421096	Vijay Boyapati
7561 421100	Kian Ming Adam Chai
7564 421101	Vivek Tawde
7566 421102	Jeetendra Mirchandani
7567 421103	Arnab Nandi
7571 421104	Harr Chen
7584 421111	Ruei-Cheng Chen
7590 421119	Prashant Choudhari
7591 421120	Abhishek Joglekar
7592 421121	Akshay More
7593 421122	Supriya Patil
7606 421129	M. Laszlo
7621 421134	Eric Crestan
7622 421135	Claude de Loupy
7629 421144	Renxu Sun
7630 421145	Keya Li
7640 421153	Arvind Seth
7664 421161	Helen L. Gaylard
7670 421164	Emi Ishida
7708 421184	Hongzhao He
7715 421187	Kim Carl
7736 421198	Abduelbaset Goweder
7740 421200	Edel Greevy
7763 421213	D. S. Hunnisett
7778 421223	Peter V. Henstock
7783 421231	Yuzo Marukawa
7797 421242	Gijs van Dinther
7817 421251	Daniel C. Fain
7821 421252	Steven M. Gabb
7828 421253	Anne Ruas
7847 421271	Vijay Deepak Dollu
7863 421286	Kinshuman
9189 421287	Steve Kirsch
7870 421296	Li-Ying Lee
7871 421297	Tung-Ho Wu
7877 421298	Fangfang Feng
7909 421306	Susan Corieri
7910 421307	Joanne Silverstein
7923 421313	Stephen Levin
7927 421315	Duk whan Oh
7948 421320	Melanie J. Martin
7960 421327	Paul Oh
7980 421338	Joel C. Miller
7981 421339	Gregory Rae
7982 421340	Fred Schaefer
7988 421343	Ramesh Sankaranarayanan
8002 421352	Janez Brank
8012 421357	Liliya Kharevych
8015 421358	Jesse Montgomery
8028 421366	Jukka Perki?
8034 421370	Yanhua Qu
8043 421373	Yael Nemeth
8047 421376	Kari Visala
8062 421399	Rabia Nuray
8072 421410	Ralf L¨¹beck
8079 421413	Tomoharu Kokubu
8090 421415	Patricia Correia Saraiva
8101 421418	Aditya Kumar Sehgal
8108 421420	Smitha Sriram
8114 421422	David Sherfesee
8115 421423	Niall O'Driscoll
8126 421430	Patrick Cahan
8136 421432	Sakari Hokkanen
8137 421433	Petteri Kangaslampi
8138 421434	Petri Pyy
8139 421435	Bemmu Sepponen
8144 421439	Joshua Varner
8162 421451	Goldee Udani
8163 421452	Shachi Dave
8164 421453	Anthony Davis
8165 421454	Tim Sibley
8169 421456	Yoshiyuki Takeda
8177 421461	Aaron Fernandes
8192 421470	Chih-Fong Tsai
8200 421472	W. J. Li
8212 421473	Josh Forman
8239 421482	Komanduru Sai C
8249 421483	Jesper Lind
8270 421485	Chao-Jun Lu
8282 421491	Shuguang Wang
8283 421492	Chun-Keat Koh
8300 421495	Budi Rahardjo
8664 422045	Hongfei Guo
8312 422125	Keith Ito
8332 422129	Christian Convey
8333 422130	C. Erwin
8334 422131	M. Hatoun
8335 422132	A. Singer
8336 422133	R. Yan
8339 422134	Arunprasad P. Marathe
8340 422135	Manoj Syamala
8347 422136	Tali Yatzkar-Haham
8357 422143	Alazel Acheson
8358 422144	Mason Bendixen
8359 422145	Peter Carlin
8360 422146	Ebru Ersan
8361 422147	Christian Kleinerman
8362 422148	Gideon Schaller
8363 422149	Beysim Sezgin
8364 422150	Ramachandran Venkatesh
8370 422151	Ameet Kini
8371 422152	Diana Zhou
8375 422153	Bradley Berg
8376 422154	Mark Humphrey
8377 422155	Anjali Jhingran
8378 422156	Wenjuan Xing
8381 422157	Jeff Pavel
8382 422158	Viktoriya Sokolova
8383 422159	Aleksandr Voskoboynik
8389 422161	Jihwang Yeo
8397 422164	Per Bendsen
8405 422167	David Aumueller
8414 422186	Fatma ?zcan
8416 422187	Sundar Saiprasad
8417 422188	Bert Van der Linden
8421 422192	Suparna Bhattacharya
8436 422214	Peter McIlroy
8432 422220	Chengkai Li
9190 422228	Ivan Oprencak
8456 422234	Cosmin Cremarenco
8457 422235	Nicolas Dieu
8461 422237	Bhushan Mandhani
8462 422238	Shobhit Mathur
8471 422239	Marco Dario
8889 422257	Adriane Chapman
8490 422260	Greg Pape
8493 422261	Yuhan Cai
8494 422262	Jing Michelle Liu
9119 422269	Richard Swagerman
8520 422281	Kris Ganjam
8521 422282	Theo Vassilakis
8556 422297	Sam Mardanbeigi
8603 422345	Marcus Dill
8604 422346	Stefan Sigg
8637 422391	Bill Gallagher
8653 422409	Junjie Guo
8654 422410	Linqi Liu
8673 422419	Sankar Subramanian
8674 422420	Srikanth Bellamkonda
8675 422421	Nathan Folkert
8692 422429	Yaqin Liao
8723 422466	Mehrdad Jahangiri
8745 422490	Daniel Abugov
8750 422497	Keunjoo Kwon
8842 422508	Viswanathan Krishnamurthy
8763 422517	Amit Ganesh
8764 422518	Ashok Joshi
8807 422551	Thomas Maguire
8825 422573	Reed M. Meseck
8830 422575	Hoshi Mistry
8839 422580	Nicholas J. Multari
8843 422583	Sivasankaran Chandrasekar
8844 422584	Eric Sedlar
8845 422585	Susan Kotsovolos
8848 422592	Paul Ostwald
8853 422600	Istvan Cseri
8854 422601	Nigel Westbury
8864 422606	Chin Hong Goh
8871 422612	Robert Lyle
8872 422613	Norman Seemann
8873 422614	Tuong C. Truong
8874 422615	Brian Vickery
8876 422617	Arpit Jain
8879 422618	Greg Fu
8885 422622	Michalis Petropoulos
8893 422626	Kian Win Ong
9402 422627	Josef Burger
8901 422649	Denis Rinfret
9696 422666	Gayatri Sathe
8917 422686	Jason Chionh
8918 422687	Yixin Ruan
8934 422713	Nitin Thaper
8960 422744	Gregory Dorman
8994 422759	Bradford Pielech
8995 422760	Mukesh Mulchandani
9000 422761	Steffen Christ
9335 422789	Shrikanth Shankar
9789 422800	Anat Eyal
9812 425865	Jin Hu
9621 429917	Eugene Kogan
9212 430095	Sangyong Hwang
9174 430503	Randall Salas
9042 438122	J?rg Schuler
9047 438126	J¨¦r?me Baumgarten
9055 438129	Amit Somani
9066 438136	Lourens Veen
9089 438162	Rohit Ananthakrishna
9501 438176	N. MacNaughton
9104 438178	Attila Barta
9790 438185	Simon Kamenkovich
9122 438187	Christoph B?hm
9123 438188	Karsten Draba
9292 438194	Mohamed Ziauddin
9139 438209	Ari Mozes
9150 438211	Elaine Qing Chang
9151 438212	Terence Ho
9157 438218	Lilan Wu
9170 438221	Craig J. Bunker
9171 438222	Gopal Mulagund
9181 438226	Rune Humborstad
9184 438227	Greg Seidman
9191 438228	Nicolas Adiba
9192 438229	Michael Blow
9193 438230	Rajendra Panwar
9194 438231	David Rieber
9195 438232	Brian Sterling
9196 438233	Dan Wineman
9197 438234	Kuan Yee
9206 438239	John Catozzi
9207 438240	Sorana Rabinovici
9926 438251	Mallela Subramanyam
9228 438262	Alan Kwan
9251 438269	P. Hasselmayer
9265 438275	Monem Meziou
9296 438301	Stephen Dill
9306 438308	Ema Nemes
9309 438317	Fang Du
9323 438326	Gargi Sur
9331 438332	Chris Hillery
9332 438333	Paul Lucas
9333 438334	Geetika Agrawal
9355 438338	Leo Yung Hang Lau
9358 438341	Ryan Shipley
9384 438356	Jungchul Woo
9393 438362	Christian Hage
9396 438365	Christoffer Hall
9403 438366	Ajith Nagaraja Rao
9405 438367	Mathias M?rschel
9415 438378	Anandi Herlekar
9416 438379	Atul Deopujari
9424 438386	Pranab Kumar Mohanty
9425 438387	Keng Lik Teo
9445 438397	Kenneth P. Smith
9502 438446	Vinay Srihari
9504 438447	Christine Xing Wang
9758 438454	Edmond Lau
9508 438455	George Rajesh
9518 438463	Wei-Kuang Waine Huang
9519 438464	Yusuf Akca
9539 438472	Bradley Momberger
9545 438482	Roger MacNicol
9546 438483	Blaine French
9565 438488	Sabine Mayer
9570 438497	Martin Albrecht
9571 438498	Miltiadis Sarakinos
9577 438501	Joseph Yarmus
9586 438510	Satoshi Takano
9602 438526	Thomas Hernandez
9654 438532	Raghunath Othayoth
9651 438533	Meikel Poess
9622 438537	Oliver Seeliger
9623 438538	Denis Churin
9626 438539	Vasili Vasili Zolotov
9630 438540	Marc Cardle
9652 438547	John M. Stephens
9663 438565	Holger Meinecke
9666 438566	Slobodan Rasetic
9668 438567	Naveen Reddy
9694 438571	Chandra Mouli
9715 438588	Shyamshankar Dharmarajan
9719 438590	Catalina Fan
9720 438591	John E. Funderburk
9728 438592	Bahareh Navai
9734 438601	Amedea Ambrosetti
9735 438602	Cristina Bedeschi
9736 438603	Orietta Gargano
9737 438604	Rossella Molinaro
9738 438605	Paola Patteri
9739 438606	Pina Ticca
9745 438610	Manh Q. Dinh
9750 438619	Patrick Hunt
9751 438620	Thiruvalluvan M. G.
9759 438624	Adam Batkin
9760 438625	Amerson Lin
9761 438626	Nga Tran
9767 438633	Yoshiki Fukui
9785 438648	Mike Tyers
9804 438665	Patrick Neukomm
9831 438679	Yuqi Liang
9833 438680	Dhruv Mangla
9843 438681	Scott Fadden
10064 440744	Michael Narayan
9891 453194	Jojada J. Tirtowidjojo
9899 453200	P. Festa
9903 453204	Kristie Chevrier
9904 453205	Avi Finkel
9905 453206	Tom Pierce
9906 453207	Chip Whitmer
9922 453219	Sarah Farrant
9939 453236	Sotirios Tourtounis
9978 453296	David Neistadt
9979 453297	Peter Grimm
10008 453329	Calvin Powers
10030 453362	Junsheng Cheng
10034 453364	Karan Singal
10039 453372	William M. Chiong
10040 453373	Yoav J. Hirsch
10055 453384	Stephen E. Levy
10082 453392	Yuanzhi Zhang
10095 453415	C¨¦lia Francisca dos Santos
10096 453416	Daniel R. Fernandes
10116 453471	Amardeep Grewal
10126 453483	L. K. Shih
10159 453549	Zhuogang Li
